[2024-12-14 18:09:01] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-14 18:09:01] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-14 18:09:02] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-14 18:09:02] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-14 18:09:02] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-14 18:09:02] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-14 18:09:03] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741\
[2024-12-14 18:09:03] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost:8080/dawipayan.wp/
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:3ad8ad837c44d40b269702568d4e059852894172===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c795bef-c1HZvY.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?simply_static_page=1409
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?simply_static_page=1409
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 137 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c795bef-c1HZvY.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:a01463905eaec1255620662679dfe847a44b2f74===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c79a20e-37Whr5.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css?simply_static_page=1410
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css?simply_static_page=1410
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 177 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c79a20e-37Whr5.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:6d23f8c3b14b597914666c686111fecc037f492d===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c79e5f9-i2eedN.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?simply_static_page=1411
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?simply_static_page=1411
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 137 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c79e5f9-i2eedN.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:bfe7febf218c5771d7834502effe8eb739dccffa===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c7a2a08-SICRBv.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css?simply_static_page=1412
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css?simply_static_page=1412
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 179 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c7a2a08-SICRBv.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:ec934bed4d4389c54b8cf82caf510d539a478339===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c7a6ab5-Fdk052.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?simply_static_page=1413
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?simply_static_page=1413
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 139 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c7a6ab5-Fdk052.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:429ec7db5d25b8312bd88150c638293b1b3fd309===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c7aad81-OSJJOX.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.css?simply_static_page=1414
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.css?simply_static_page=1414
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 170 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c7aad81-OSJJOX.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:5fc1c383058431e53374b3cbcc43dd483b4d3bad===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c7af05f-F0kt7q.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?simply_static_page=1415
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?simply_static_page=1415
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 130 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c7af05f-F0kt7q.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:12c44b736a53dfa11c8286fe3ef05c2f64f47a47===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/flash.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c7b32e1-SMjMOH.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/flash.css?simply_static_page=1416
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/flash.css?simply_static_page=1416
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 122 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/flash.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c7b32e1-SMjMOH.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/flash.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:b0463f52b032bd446d0d0ea6c9c507a3cb3b4c92===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/flash.min.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c7b7612-i0Q4l8.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/flash.min.css?simply_static_page=1417
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/flash.min.css?simply_static_page=1417
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 86 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/flash.min.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c7b7612-i0Q4l8.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/flash.min.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:7dcffd7ac1915867ca2733ffb358f8ff95554cb9===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c7bbaeb-0bcZq1.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.css?simply_static_page=1418
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.css?simply_static_page=1418
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 411 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/headShake.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c7bbaeb-0bcZq1.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:18d83c65357c154e818edbd2b486b90c3fb3edde===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.min.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c7c0091-FLx1iW.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.min.css?simply_static_page=1419
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.min.css?simply_static_page=1419
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 338 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/headShake.min.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c7c0091-FLx1iW.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/headShake.min.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:87a43c90d9eaf84aa3ecfeee5e6717453dd1867e===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/jello.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c7c459b-8rYfb3.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/jello.css?simply_static_page=1420
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/jello.css?simply_static_page=1420
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 556 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/jello.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c7c459b-8rYfb3.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/jello.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:a01046be9e6d75bbccc6c0309e9804b0dc289745===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/jello.min.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\USER\AppData\Local\Temp/675dc9c7c8938-O05AaC.tmp
[2024-12-14 18:09:11] [class-ss-page-handler.php:38] URL Prepared:http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/jello.min.css?simply_static_page=1421
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/jello.min.css?simply_static_page=1421
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:103] Filesize: 453 bytes
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/jello.min.css
[2024-12-14 18:09:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\USER\AppData\Local\Temp/675dc9c7c8938-O05AaC.tmp to C:\xampp\htdocs\dawipayan.wp/wp-content/uploads\simply-static\temp-files/simply-static-1-1734199741/wp-content/plugins/elementor/assets/lib/animations/styles/jello.min.css
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-14 18:09:11] [class-ss-page.php:119] Checking Content Identical:9f4380c9b462c206756bf53fb1356e90658a4800===. Value: FALSE
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:72] URL: http://localhost:8080/dawipayan.wp/wp-content/plugins/elementor/assets/lib/animations/styles/lightSpeedIn.css
[2024-12-14 18:09:11] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 636
[2024-12-14 18:09:11] [class-ss-fetch-urls-task.php:83] URL is not being excluded
